hts8,brief_description
3032300,"Tilapias, frozen, excluding fillets, other meat portions, livers and roes"
3032400,"Catfish, frozen, excluding fillets, other meat portions, livers and roes"
3032501,"Carp, frozen excluding fillets, livers and roes"
3032600,"Eels, frozen, excluding fillets, other meat portions, livers and roes"
3032901,"Other fish in 0303.2 grouping nesoi, frozen, excluding fillets, other meat portions, livers and roes"
3033100,"Halibut and Greenland turbot, frozen, excluding fillets, other meat portions & livers and roes"
3033200,"Plaice, frozen, excluding fillets, other meat portions, livers and roes"
3033300,"Sole, frozen, excluding fillets, other meat portions, livers and roes"
3033300,"Sole, frozen, excluding fillets, other meat portions, livers and roes"
3033300,"Sole, frozen, excluding fillets, other meat portions, livers and roes"
3033400,"Turbots, frozen, excluding fillets, other meat portions, livers and roes"
3033400,"Turbots, frozen, excluding fillets, other meat portions, livers and roes"
3033400,"Turbots, frozen, excluding fillets, other meat portions, livers and roes"
3033901,"Flat fish, other than halibut, Greenland turbot, plaice and sole, frozen, excluding fillets, other meat portions, livers and roes"
3033901,"Flat fish, other than halibut, Greenland turbot, plaice and sole, frozen, excluding fillets, other meat portions, livers and roes"
3033901,"Flat fish, other than halibut, Greenland turbot, plaice and sole, frozen, excluding fillets, other meat portions, livers and roes"
3034100,"Albacore or longfinned tunas, frozen, excluding fillets, other meat portions, livers and roes"
3034200,"Yellowfin tunas, frozen, excluding fillets, other meat portions, livers and roes"
3034300,"Skipjack or stripe-bellied bonito, frozen, excluding fillets, other meat portions, livers and roes"
3034400,"Bigeye tunas (Thunnas obesus), frozen, excluding fillets, other meat portions, livers and roes"
3034501,"Atlantic and Pacific bluefin tunas, frozen, excluding fillets, other meat portions, livers and roes"
3034600,"Southern bluefin tunas (Thunnas maccoyii), frozen, excluding fillets, other meat portions, livers and roes"
3034902,"Tunas, not elsewhere specified or included, frozen, excluding fillets, other meat portions, livers and roes"
3035100,"Herrings, frozen, excluding fillets, other meat portions, livers and roes"
3035300,"Sardines, sardinella, brisling or sprats, frozen, excluding fillets, other meat portions, livers and roes"
3035300,"Sardines, sardinella, brisling or sprats, frozen, excluding fillets, other meat portions, livers and roes"
3035300,"Sardines, sardinella, brisling or sprats, frozen, excluding fillets, other meat portions, livers and roes"
3035400,"Mackerel, frozen, excluding fillets, livers and roes"
3035500,"Jack & horse mackerel, frozen, excluding fillets, other meat portions, livers and roes"
3035600,"Cobia, frozen, excluding fillets, other meat portions, livers and roes"
3035700,"Swordfish steaks,other swordfish , excluding fillets, other meat portions, livers and roes"
3035900,"Other fish, frozen, excluding fillets, livers, roes and herrings"
3036300,"Cod, frozen, excluding fillets, other meat portions, livers and roes"
3036400,"Haddock, frozen, excluding fillets, other meat portions, livers and roes"
3036500,"Coalfish, frozen, excluding fillets, other meat portions, livers and roes"
3036600,"Hake, frozen, excluding fillets, other meat portions, livers and roes"
3036700,"Alaska pollack, frozen, excluding fillets, other meat portions, livers and roes"
3036800,"Blue whitings,  frozen, excluding fillets, other meat portions, livers and roes"
3036900,"Other fish in Bregmacerotidae et al,etc. frozen, excluding fillets, other meat portions, livers and roes"
3038100,"Dogfish and other sharks, frozen, excluding fillets, livers, roes and fish meat of 0304"
3038100,"Dogfish and other sharks, frozen, excluding fillets, livers, roes and fish meat of 0304"
3038100,"Dogfish and other sharks, frozen, excluding fillets, livers, roes and fish meat of 0304"
3038200,"Rays & skates,  frozen, excluding fillets, other meat portions, livers and roes"
3038300,"Toothfish excluding fillets, other meat portions, livers and roes"
3038400,"Sea bass, frozen, excluding fillets, other meat portions, livers and roes"
3038900,"Smelts, cusk, pollock, shad, sturgeon, atkafish, fresh-water fish,etc. frozen, excluding fillets, other meat portions, livers and roes"
3039120,"Sturgeon roe, frozen"
3039120,"Sturgeon roe, frozen"
3039120,"Sturgeon roe, frozen"
3039140,"Herring, salmon, alaskan pollock, mullet, other fist liver and roes, frozen"
3039200,"Shark fins excluding fillets, frozen"
3039200,"Shark fins excluding fillets, frozen"
3039200,"Shark fins excluding fillets, frozen"
3039900,"Other fish, frozen, nesoi"
3043100,"Tilapias, fillets, fresh or chilled"
3043200,"Catfish, fillets, fresh or chilled"
3043300,"Nile perch, fillets, fresh or chilled"
3043900,"Eels or snakeheads, fillets, fresh or chilled"
3044100,"Salmon fillets, fresh or chilled"
3044200,"Trout, fillets, fresh or chilled"
3044300,"Flat fish , sole, plaice, etc. fillets, fresh or chilled"
3044400,"Bregamacerotidae & like fish, fillets, fresh or chilled"
3044500,Fresh or chilled swordfish fillets
3044600,Fresh or chilled toothfish fillets
3044700,"Dogfish and other shark fillets, frozen or chilled"
3044800,"Ray and skate fillets, fresh or chilled"
3044901,"Pike, pickerel, whitefish, tilapia, perch, cusk, other fish fillets, fresh or chilled"
3045101,"Tilapias, catfish, carp, eels, nile perch, snakeheads, other than fillets, fresh or chilled"
3045200,"Salmonidae, other than fillets, fresh or chilled"
3045300,"Bregmacerotidae and other fish, nesoi, other than fillets, fresh or chilled"
3045400,Fresh or chilled swordfish other than fillets
3045500,Fresh or chilled toothfish other than fillets
3045600,"Dogfish and other sharks, fresh or chilled"
3045700,"Rays and skates, fresh or chilled"
3045900,"Other fish, nesoi, other than fillets, fresh or chilled"
3046100,Frozen tilapia fillets
3046200,Frozen catfish fillets
3046300,Frozen Nile perch fillets
3046900,Frozen eel & snakehead  fillets
3047110,"Frozen cod fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension"
3047150,"Fillets, frozen, of cod, other than above"
3047210,"Frozen haddock fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension"
3047250,"Fillets, frozen, of haddock, other than above"
3047310,"Frozen coalfish fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension"
3047350,Other coalfish fillets
3047410,"Frozen hake fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension"
3047450,"Fillets, frozen, of hake"
3047510,"Frozen Alaska pollack fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut"
3047550,"Fillets, frozen, of Alaska pollock, other than above"
3047910,"Frozen Bregmacerotidae et al fish fillets, nesoi, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces"
3047950,"Frozen fillets of other fresh-water fish, flat fish, etc., nesoi, other than above"
3048110,"Frozen salmon fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight"
3048150,Other frozen salmon fillets
3048210,"Frozen trout fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension"
3048250,"Frozen trout fillets, other than above"
3048310,"Frozen flat fish fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension"
3048350,"Frozen other flat fish fillets, other than above"
3048400,Frozen swordfish fillets
3048500,Frozen toothfish fillets
3048600,Frozen herring fillets
3048700,Frozen tuna fillets
3048800,"Dogfish, other shark, ray and skate fillets, frozen"
3048910,"Other frozen fish fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension"
3048950,"Other frozen fish fillets, other than above"
3049110,"Chilled or Frozen Swordfish fillets, in bulk or in immediate containers weighing with their contents over 6.8 kg each"
3049190,"Chilled or Frozen Swordfish Fillets, nesoi"
3049190,"Chilled or Frozen Swordfish Fillets, nesoi"
3049190,"Chilled or Frozen Swordfish Fillets, nesoi"
3049210,"Chilled or Frozen Toothfish fillets, in bulk or in immediate containers weighing with their contents over 6.8 kg each"
3049290,"Chilled or Frozen Toothfish Fillets, nesoi"
3049290,"Chilled or Frozen Toothfish Fillets, nesoi"
3049290,"Chilled or Frozen Toothfish Fillets, nesoi"
3049310,"Chilled or Frozen tilapia & like fillets, nesoi, in bulk or in immediate containers weighing > 6.8 kg each"
3049390,"Tilapias , catfish, carp, eels, nile perch & snakehead chilled or frozen fillets, nesoi"
3049390,"Tilapias , catfish, carp, eels, nile perch & snakehead chilled or frozen fillets, nesoi"
3049390,"Tilapias , catfish, carp, eels, nile perch & snakehead chilled or frozen fillets, nesoi"
3049410,"Alaska pollack chilled or frozen fillets,in bulk or in immediate containers weighing with their contents over 6.8 kg each"
3049490,"Alaska pollack, chilled or frozen fillets, nesoi"
3049490,"Alaska pollack, chilled or frozen fillets, nesoi"
3049490,"Alaska pollack, chilled or frozen fillets, nesoi"
3049510,"Chilled or Frozen fillets,Bregmacerotidae & like, nesoi, in bulk or in immediate containers > 6.8 kg each"
3049590,"Bregamacerotidae other fish, other than Alaska pollack, nesoi,  chilled or frozen fillets, nesoi"
3049590,"Bregamacerotidae other fish, other than Alaska pollack, nesoi,  chilled or frozen fillets, nesoi"
3049590,"Bregamacerotidae other fish, other than Alaska pollack, nesoi,  chilled or frozen fillets, nesoi"
3049600,"Dogfish and other sharks, frozen, NESOI"
3049600,"Dogfish and other sharks, frozen, NESOI"
3049600,"Dogfish and other sharks, frozen, NESOI"
3049700,"Ray and skates, frozen, NESOI"
3049700,"Ray and skates, frozen, NESOI"
3049700,"Ray and skates, frozen, NESOI"
3049911,"Chilled or Frozen fillets, nesoi, in bulk or in immediate containers weighing with their contents over 6.8 kg each"
3049991,"Chilled or Frozen fillets, nesoi"
3049991,"Chilled or Frozen fillets, nesoi"
3049991,"Chilled or Frozen fillets, nesoi"
3051020,"Flours, meals and pellets of fish, fit for human consumption, in bulk or in immediate containers weighing with contents over 6.8 kg each"
3051040,"Flours, meals and pellets of fish, fit for human consumption, other than in bulk or immediate containers weighing contents over 6.8 kg each"
3051040,"Flours, meals and pellets of fish, fit for human consumption, other than in bulk or immediate containers weighing contents over 6.8 kg each"
3051040,"Flours, meals and pellets of fish, fit for human consumption, other than in bulk or immediate containers weighing contents over 6.8 kg each"
3052020,"Sturgeon roe, dried, smoked, salted or in brine"
3052020,"Sturgeon roe, dried, smoked, salted or in brine"
3052020,"Sturgeon roe, dried, smoked, salted or in brine"
3052040,"Fish livers and roes, other than sturgeon roe, dried, smoked, salted or in brine"
3053101,"Tilapia, catfish, carp, eel, nile perch, snakehead fillets, dried or salted in brine, but not smoked"
3053200,"Flat fish fillets, nesoi, dried, salted or in brine, but not smoked"
3053920,"Fillets of herrings, dried, salted or in brine, but not smoked, in immediate containers weighing with their contents 6.8 kg or less each"
3053920,"Fillets of herrings, dried, salted or in brine, but not smoked, in immediate containers weighing with their contents 6.8 kg or less each"
3053940,"Fillets of mackerel, dried, salted or in brine, but not smoked, in immediate containers weighing with their contents 6.8 kg or less each"
3053940,"Fillets of mackerel, dried, salted or in brine, but not smoked, in immediate containers weighing with their contents 6.8 kg or less each"
3053961,"Herring and other fist fillets, dried, salted or in brine, but not smoked"
3054100,"Smoked Pacific, Atlantic and Danube salmon, including fillets"
3054100,"Smoked Pacific, Atlantic and Danube salmon, including fillets"
3054200,"Smoked herrings, including fillets"
3054300,"Smoked trout, including fillets"
3054401,"Tilapia, catfish, carp, eel, nile perch, snakehead including fillets, smoked"
3054920,"Smoked mackerel, including fillets"
3054940,"Smoked fish, including fillets, NESOI"
3055100,"Dried cod, whether or not salted but not smoked"
3055200,"Tilapia, catfish, carp, eel, nile perch, snakehead, not smoked, dried, whether or not salted"
3055300,"Fish of families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae,Melanonidae, Merlucciidae, Moridae and Muraenolepididae, dried but not smoked"
3055400,"Herrings, anchovies, sardines, sardinella, brisling or sprat, mackerel, Indian mackeral, seerfish, dried, whether or not salted, but not smoked"
3055900,"Dried fish, other than cod or shark fins, whether or not salted but not smoked"
3056120,"Herrings, in brine or salted but not dried or smoked, in immediate containers weighing with their contents 6.8 kg or less each"
3056120,"Herrings, in brine or salted but not dried or smoked, in immediate containers weighing with their contents 6.8 kg or less each"
